order_id,order_date,sales_date,ship_date,ship_mode,outlet_type,year,customer_id,customer_name,date_of_birth,segment,product_id,product_name,category_of_goods,sub_category,location_id,country,region,state,city_type,postal_code,sale_id,sales,quantity,discount,profit
ORD000620,29-01-2020,09-03-2021,30-01-2020,Second Class,Large,2021,CUST000620,Megan Smith,01-02-1999,Consumer,PROD000620,Apples - 140,Sessional Fruits & Vegetables,Apples,59,India,South,Karnataka,Tier 2,560001,621,47779.8,8,0.34,7734.18
ORD000621,30-01-2020,07-04-2022,31-01-2020,Same Day,Large,2022,CUST000621,Tim James,18-01-2004,Consumer,PROD000621,Apples - 207,Sessional Fruits & Vegetables,Apples,26,India,South,Karnataka,Tier 1,560001,622,20163.27,7,0.19,4203.37
ORD000623,12-11-2021,06-09-2021,16-11-2021,First Class,Large,2019,CUST000623,Michael Jones,08-11-1999,Consumer,PROD000623,Chairs - 604,Furniture,Chairs,102,India,South,Tamil Nadu,Tier 2,600001,623,224.26,2,0.03,37.95
ORD000624,08-02-2020,20-05-2021,12-02-2020,Second Class,Small,2019,CUST000624,Eric Patton,09-05-1959,Corporate,PROD000624,Milk - 156,Dairy Products,Milk,18,India,West,Delhi,Tier 2,110001,624,27379.87,10,0.29,5715.02
ORD000625,19-04-2019,06-10-2022,23-04-2019,Standard Class,Medium,2019,CUST000625,Betty Peters,27-10-1971,Corporate,PROD000625,Burgers - 971,Fast Food,Burgers,116,India,North,Tamil Nadu,Tier 1,600001,625,45581.67,7,0.12,7414.27
ORD000626,07-06-2019,01-08-2021,09-06-2019,Same Day,Large,2020,CUST000626,Paul Jackson,05-04-1997,Consumer,PROD000626,Milk - 266,Dairy Products,Milk,30,India,East,Rajasthan,Tier 1,302001,626,21311.45,3,0.04,5721.66
ORD000627,29-10-2023,19-09-2023,01-11-2023,Second Class,Large,2020,CUST000627,James Martin,29-05-1991,Consumer,PROD000627,Tables - 646,Furniture,Tables,90,India,East,Maharashtra,Tier 2,400001,627,20254.62,6,0.45,1817.44
ORD000628,21-11-2020,22-08-2020,28-11-2020,Same Day,Medium,2020,CUST000628,Melanie Griffin,01-05-1993,Consumer,PROD000628,Tomatoes - 559,Sessional Fruits & Vegetables,Tomatoes,60,India,East,Delhi,Tier 1,110001,628,39638.35,2,0.34,3904.95
ORD000629,03-06-2021,06-06-2023,06-06-2021,Second Class,Small,2021,CUST000629,Aimee Torres,16-10-1951,Consumer,PROD000629,Beds - 258,Furniture,Beds,49,India,West,Maharashtra,Tier 2,400001,629,13946.36,1,0.19,3059.39
ORD000630,24-10-2020,05-09-2023,28-10-2020,Standard Class,Small,2020,CUST000630,Ruben White,07-04-2011,Consumer,PROD000630,Buckets - 870,Household Items,Buckets,90,India,East,Maharashtra,Tier 2,400001,630,44032.02,1,0.18,7693.35
ORD000631,03-08-2020,17-02-2022,10-08-2020,Standard Class,Large,2019,CUST000631,Jeremy Gates,29-11-1956,Consumer,PROD000631,Chairs - 421,Furniture,Chairs,89,India,West,Tamil Nadu,Tier 2,600001,631,30622.65,6,0.34,2512.53
ORD000632,06-05-2023,06-01-2023,07-05-2023,Same Day,Small,2021,CUST000632,Susan Wallace,30-01-1959,Consumer,PROD000632,Chairs - 860,Furniture,Chairs,54,India,South,Delhi,Tier 2,110001,632,11388.46,7,0.32,1151.16
ORD000633,08-02-2021,20-08-2023,15-02-2021,First Class,Large,2022,CUST000633,David Baker,22-08-1951,Consumer,PROD000633,Tables - 462,Furniture,Tables,50,India,South,Maharashtra,Village,400001,633,7134.99,4,0.15,900.71
ORD000634,08-09-2020,10-06-2023,13-09-2020,Standard Class,Small,2023,CUST000634,Lauren Rogers,18-02-1990,Consumer,PROD000634,Sandwiches - 302,Fast Food,Sandwiches,85,India,North,West Bengal,Tier 2,700001,634,28232.87,8,0.21,5105.46
ORD000635,09-08-2019,22-05-2020,14-08-2019,Same Day,Small,2021,CUST000635,Albert Rivera,28-05-1988,Corporate,PROD000635,Mangoes - 514,Sessional Fruits & Vegetables,Mangoes,92,India,East,West Bengal,Tier 2,700001,635,24885.18,5,0.25,2664.04
ORD000636,18-12-2019,21-10-2021,22-12-2019,Second Class,Large,2019,CUST000636,Jesse Clark,08-09-1981,Consumer,PROD000636,Fans - 844,Electric Appliances,Fans,97,India,West,Karnataka,Tier 1,560001,636,7194.67,7,0.36,703.23
ORD000637,27-03-2022,12-03-2021,02-04-2022,Standard Class,Large,2019,CUST000637,Kristi Andrews,03-02-1952,Consumer,PROD000637,Burgers - 945,Fast Food,Burgers,10,India,West,Gujarat,Tier 2,380001,637,36240.15,5,0.27,3676.04
ORD000638,09-02-2023,07-11-2019,16-02-2023,Second Class,Small,2019,CUST000638,Catherine Moore,24-04-2007,Corporate,PROD000638,Fans - 174,Electric Appliances,Fans,74,India,West,Tamil Nadu,Village,600001,638,33927.7,5,0.27,3058.55
ORD000639,25-06-2020,31-08-2022,30-06-2020,Second Class,Medium,2023,CUST000639,Michael Gibson,10-11-1973,Corporate,PROD000639,Sofas - 416,Furniture,Sofas,84,India,West,Uttar Pradesh,Tier 1,226001,639,40700.89,3,0.23,4441.39
ORD000640,22-01-2022,19-06-2021,28-01-2022,Standard Class,Medium,2022,CUST000640,Brian Oliver,01-02-1977,Consumer,PROD000640,Cheese - 445,Dairy Products,Cheese,54,India,South,Delhi,Tier 2,110001,640,46530.02,6,0.4,6684.19
ORD000641,09-07-2023,09-11-2021,11-07-2023,First Class,Small,2022,CUST000641,Susan Burke,26-09-2002,Corporate,PROD000641,Mops - 617,Household Items,Mops,87,India,East,West Bengal,Tier 1,700001,641,27845.75,2,0.03,5155.87
ORD000642,11-05-2023,03-09-2023,12-05-2023,First Class,Small,2021,CUST000642,Colin Leon,13-04-1997,Corporate,PROD000642,Beds - 895,Furniture,Beds,27,India,North,Delhi,Tier 2,110001,642,2564.84,3,0.44,250.74
ORD000643,15-02-2020,24-06-2021,18-02-2020,Same Day,Small,2023,CUST000643,Leonard Gray,18-03-1986,Corporate,PROD000643,Sandwiches - 838,Fast Food,Sandwiches,85,India,North,West Bengal,Tier 2,700001,643,15863.2,3,0.33,3032.2
ORD000644,21-08-2021,20-07-2020,23-08-2021,Second Class,Medium,2022,CUST000644,Mathew Fisher,06-06-2004,Corporate,PROD000644,Refrigerators - 621,Electric Appliances,Refrigerators,102,India,South,Tamil Nadu,Tier 2,600001,644,11004.18,4,0.14,2102.52
ORD000645,17-12-2019,12-08-2020,20-12-2019,Second Class,Large,2020,CUST000645,Michael Morgan,18-04-1961,Corporate,PROD000645,Sandwiches - 213,Fast Food,Sandwiches,73,India,East,Gujarat,Tier 1,380001,645,46253.13,1,0.44,4982.96
ORD000646,24-08-2020,11-11-2021,25-08-2020,Standard Class,Medium,2022,CUST000646,Tiffany Johnson,22-04-2006,Corporate,PROD000646,Burgers - 664,Fast Food,Burgers,115,India,East,Punjab,Village,160001,646,16710.26,1,0.29,2983.66
ORD000647,04-09-2022,01-09-2023,10-09-2022,Standard Class,Large,2020,CUST000647,Jennifer Gibbs,01-08-1958,Corporate,PROD000647,Sofas - 745,Furniture,Sofas,108,India,West,Rajasthan,Tier 2,302001,647,38152.26,6,0.28,8046.61
ORD000648,27-09-2019,13-06-2019,03-10-2019,Same Day,Medium,2022,CUST000648,Eric Jackson,15-01-1964,Corporate,PROD000648,Buckets - 464,Household Items,Buckets,30,India,East,Rajasthan,Tier 1,302001,648,35141.75,6,0.31,6421.24
ORD000649,03-04-2021,14-12-2023,10-04-2021,First Class,Medium,2019,CUST000649,Stephanie Rodriguez,17-02-1974,Corporate,PROD000649,Yogurt - 356,Dairy Products,Yogurt,29,India,South,Punjab,Village,160001,649,11522.18,2,0.2,1552.1
ORD000650,19-01-2022,07-01-2019,21-01-2022,First Class,Large,2020,CUST000650,Jesse Alexander,05-05-2017,Corporate,PROD000650,Tomatoes - 539,Sessional Fruits & Vegetables,Tomatoes,3,India,North,Maharashtra,Village,400001,650,48793.85,7,0.07,8409.01
ORD000651,08-01-2023,13-04-2023,15-01-2023,First Class,Small,2021,CUST000651,Ricky Lara,07-09-2006,Consumer,PROD000651,Mangoes - 119,Sessional Fruits & Vegetables,Mangoes,20,India,East,Gujarat,Village,380001,651,30413.4,6,0.24,6719.24
ORD000652,01-08-2021,27-01-2019,02-08-2021,First Class,Large,2020,CUST000652,Luis Shaffer,27-04-1996,Corporate,PROD000652,Yogurt - 761,Dairy Products,Yogurt,17,India,South,Gujarat,Tier 2,380001,652,30438.32,5,0.49,3830.68
ORD000653,05-02-2022,17-04-2020,12-02-2022,First Class,Small,2020,CUST000653,Brandon Rogers,08-11-1953,Corporate,PROD000653,Milk - 118,Dairy Products,Milk,119,India,South,Uttar Pradesh,Village,226001,653,45675.36,9,0.31,9247.1
ORD000654,05-10-2019,12-04-2021,06-10-2019,Standard Class,Small,2020,CUST000654,Michael Boyd,12-03-1988,Corporate,PROD000654,Mops - 102,Household Items,Mops,117,India,North,Karnataka,Village,560001,654,44921.93,4,0.29,6432.82
ORD000655,20-02-2021,22-05-2020,27-02-2021,Second Class,Medium,2019,CUST000655,Rhonda Anderson,10-12-1957,Consumer,PROD000655,Buckets - 922,Household Items,Buckets,21,India,West,Uttar Pradesh,Tier 2,226001,655,12171.55,1,0.5,1650.99
ORD000656,04-03-2022,03-02-2020,10-03-2022,Same Day,Large,2021,CUST000656,Adam Mckinney,21-01-2003,Consumer,PROD000656,Detergents - 378,Household Items,Detergents,76,India,West,Punjab,Tier 1,160001,656,17071.33,2,0.1,2491.91
ORD000657,22-07-2021,04-11-2022,25-07-2021,Standard Class,Small,2023,CUST000657,Karen Larson,30-01-1968,Corporate,PROD000657,Refrigerators - 879,Electric Appliances,Refrigerators,105,India,East,Madhya Pradesh,Tier 1,462001,657,12598.58,8,0.23,1137.29
ORD000658,18-09-2020,04-10-2023,24-09-2020,Standard Class,Small,2021,CUST000658,Mary Martinez,21-03-2007,Consumer,PROD000658,Carrots - 455,Sessional Fruits & Vegetables,Carrots,116,India,North,Tamil Nadu,Tier 1,600001,658,40794.83,6,0.49,3035.86
ORD000659,06-06-2023,01-04-2020,08-06-2023,First Class,Medium,2020,CUST000659,Mallory Guzman,25-08-2011,Consumer,PROD000659,Sofas - 940,Furniture,Sofas,4,India,South,Gujarat,Tier 1,380001,659,18254.13,3,0.21,2279.54
ORD000660,04-03-2019,29-05-2019,05-03-2019,Same Day,Small,2020,CUST000660,Samantha Owens,20-08-2005,Consumer,PROD000660,Mops - 389,Household Items,Mops,71,India,East,Punjab,Tier 2,160001,660,23680.69,5,0.22,3717.7
ORD000661,10-06-2021,29-11-2019,15-06-2021,First Class,Medium,2022,CUST000661,Louis Ellison,12-10-1978,Corporate,PROD000661,Apples - 853,Sessional Fruits & Vegetables,Apples,92,India,East,West Bengal,Tier 2,700001,661,30633.12,1,0.42,4705.15
ORD000383,19-08-2021,07-01-2019,21-08-2021,Standard Class,Small,2022,CUST000383,Michael Wells,10-05-1996,Corporate,PROD000383,Butter - 886,Dairy Products,Butter,40,India,North,Rajasthan,Village,302001,383,13626.7,1,0.12,1838.53
ORD000384,25-08-2022,06-07-2019,01-09-2022,Standard Class,Medium,2021,CUST000384,Thomas Cain,12-02-1954,Corporate,PROD000384,Carrots - 320,Sessional Fruits & Vegetables,Carrots,82,India,East,Delhi,Village,110001,384,26800.38,10,0.26,3750.99
ORD000385,26-06-2020,15-01-2021,28-06-2020,Same Day,Large,2021,CUST000385,Jamie Olson,25-05-1993,Corporate,PROD000385,Cheese - 449,Dairy Products,Cheese,45,India,West,Karnataka,Tier 2,560001,385,46165.21,4,0.04,11192.67
ORD000386,20-07-2023,07-06-2019,26-07-2023,Same Day,Large,2021,CUST000386,Andrea Jordan,13-03-1958,Consumer,PROD000386,Yogurt - 687,Dairy Products,Yogurt,25,India,West,Karnataka,Village,560001,386,40185.03,10,0.36,6057.3
ORD000387,13-02-2020,22-03-2023,16-02-2020,Second Class,Small,2021,CUST000387,Michael Mays,03-12-2009,Consumer,PROD000387,Buckets - 704,Household Items,Buckets,30,India,East,Rajasthan,Tier 1,302001,387,40751.93,4,0.1,7886.37
ORD000388,27-10-2020,17-10-2021,02-11-2020,First Class,Small,2022,CUST000388,Nicole Turner,02-05-1971,Consumer,PROD000388,Buckets - 534,Household Items,Buckets,52,India,West,Gujarat,Village,380001,388,45747.31,3,0.14,5298.67
ORD000389,17-08-2023,29-09-2021,19-08-2023,Same Day,Medium,2020,CUST000389,Mathew Fischer,06-09-1959,Consumer,PROD000389,Microwaves - 675,Electric Appliances,Microwaves,61,India,West,Tamil Nadu,Tier 1,600001,389,39062.68,1,0.11,5549.2
ORD000390,01-03-2023,30-12-2021,02-03-2023,First Class,Large,2022,CUST000390,Kenneth Brown,23-12-1984,Consumer,PROD000390,Fans - 772,Electric Appliances,Fans,27,India,North,Delhi,Tier 2,110001,390,45588.46,6,0.29,5525.93
ORD000391,18-06-2023,22-12-2021,25-06-2023,First Class,Small,2021,CUST000391,Robert Obrien,14-07-1965,Consumer,PROD000391,Fries - 986,Fast Food,Fries,94,India,West,West Bengal,Tier 2,700001,391,45499.1,9,0.42,4514.76
ORD000392,05-12-2020,02-12-2020,11-12-2020,Second Class,Small,2020,CUST000392,Garrett Trujillo,13-05-1994,Corporate,PROD000392,Utensils - 109,Household Items,Utensils,60,India,East,Delhi,Tier 1,110001,392,41413.93,1,0.26,5258.35
ORD000393,05-08-2019,19-11-2020,12-08-2019,Standard Class,Large,2020,CUST000393,Dean Strong,19-01-1970,Corporate,PROD000393,Tables - 324,Furniture,Tables,48,India,East,Uttar Pradesh,Tier 1,226001,393,45107.54,4,0.25,7583.21
ORD000394,13-03-2019,23-10-2022,18-03-2019,First Class,Large,2021,CUST000394,Jill Marsh,16-10-1992,Corporate,PROD000394,Detergents - 181,Household Items,Detergents,30,India,East,Rajasthan,Tier 1,302001,394,34039,10,0.42,5093.91
ORD000395,29-05-2022,01-11-2020,05-06-2022,Standard Class,Large,2023,CUST000395,Danielle Brown,27-12-1975,Corporate,PROD000395,Buckets - 816,Household Items,Buckets,85,India,North,West Bengal,Tier 2,700001,395,40590.09,1,0.32,2761.32
ORD000396,20-08-2022,10-12-2019,27-08-2022,Second Class,Small,2023,CUST000396,Tanya Wilkinson,26-05-2000,Corporate,PROD000396,Beds - 283,Furniture,Beds,21,India,West,Uttar Pradesh,Tier 2,226001,396,18374.67,7,0.32,1445.34
ORD000397,13-03-2021,24-05-2022,19-03-2021,Second Class,Medium,2023,CUST000397,Louis Oneal,03-10-1986,Corporate,PROD000397,Chairs - 440,Furniture,Chairs,95,India,West,Delhi,Village,110001,397,42313.3,3,0.46,5988.95
ORD000398,23-10-2020,23-04-2021,24-10-2020,Same Day,Medium,2023,CUST000398,Kelly Silva,09-07-1962,Corporate,PROD000398,Mops - 874,Household Items,Mops,116,India,North,Tamil Nadu,Tier 1,600001,398,19270.5,5,0.43,1325.84
ORD000399,27-11-2019,28-01-2021,28-11-2019,Second Class,Medium,2020,CUST000399,Cynthia Smith,07-09-1991,Consumer,PROD000399,Buckets - 595,Household Items,Buckets,31,India,North,Madhya Pradesh,Tier 2,462001,399,5583.78,8,0.18,630.45
ORD000400,12-10-2021,23-02-2022,13-10-2021,First Class,Small,2023,CUST000400,Todd Dougherty,19-05-2008,Consumer,PROD000400,Fans - 841,Electric Appliances,Fans,92,India,East,West Bengal,Tier 2,700001,400,11246.49,2,0.04,1354.48
ORD000401,21-03-2020,21-06-2021,26-03-2020,Second Class,Small,2023,CUST000401,Denise Paul,25-08-2002,Corporate,PROD000401,Washing Machines - 254,Electric Appliances,Washing Machines,33,India,South,Delhi,Tier 1,110001,401,7283.12,4,0.41,1157.45
ORD000402,23-02-2019,20-10-2021,26-02-2019,First Class,Large,2020,CUST000402,Ashley Mccoy,02-12-1970,Corporate,PROD000402,Sandwiches - 868,Fast Food,Sandwiches,33,India,South,Delhi,Tier 1,110001,402,34030.59,4,0.33,3750.77
ORD000403,29-07-2019,31-12-2019,31-07-2019,Same Day,Large,2021,CUST000403,Garrett Chen,11-05-1952,Consumer,PROD000403,Apples - 644,Sessional Fruits & Vegetables,Apples,82,India,East,Delhi,Village,110001,403,436.49,3,0.15,98.88
ORD000404,20-09-2023,17-04-2023,25-09-2023,First Class,Large,2022,CUST000404,Joanne Reid,03-03-1969,Corporate,PROD000404,Tables - 206,Furniture,Tables,44,India,North,Delhi,Tier 1,110001,404,22889.27,8,0.47,1378.93
ORD000405,09-01-2022,13-10-2020,14-01-2022,First Class,Large,2021,CUST000405,Deborah Hamilton,26-06-1982,Corporate,PROD000405,Mops - 470,Household Items,Mops,57,India,South,Madhya Pradesh,Tier 2,462001,405,27350.98,10,0.2,4558.57
ORD000406,10-08-2020,17-08-2019,14-08-2020,Standard Class,Medium,2021,CUST000406,Cheryl Murray,03-10-1969,Consumer,PROD000406,Fans - 905,Electric Appliances,Fans,12,India,East,Madhya Pradesh,Village,462001,406,11236.35,4,0.32,1191.23
ORD000407,13-06-2021,17-06-2021,19-06-2021,Same Day,Medium,2020,CUST000407,Todd Huffman,09-07-1954,Corporate,PROD000407,Microwaves - 355,Electric Appliances,Microwaves,32,India,North,Maharashtra,Tier 1,400001,407,24886.4,4,0.12,3725.12
ORD000408,14-02-2020,09-04-2019,18-02-2020,Same Day,Medium,2021,CUST000408,Stephen Ruiz,13-12-2009,Corporate,PROD000408,Burgers - 222,Fast Food,Burgers,41,India,South,Maharashtra,Tier 2,400001,408,13572.54,4,0.01,3548.1
ORD000409,04-10-2019,06-07-2022,05-10-2019,Same Day,Small,2019,CUST000409,Arthur Hernandez,14-07-1981,Consumer,PROD000409,Cheese - 607,Dairy Products,Cheese,41,India,South,Maharashtra,Tier 2,400001,409,32688.4,9,0.07,8578.83
ORD000410,14-09-2021,17-05-2023,17-09-2021,Standard Class,Large,2023,CUST000410,Jeffrey Silva,31-08-1965,Consumer,PROD000410,Microwaves - 802,Electric Appliances,Microwaves,11,India,South,Madhya Pradesh,Village,462001,410,40512.57,5,0.22,8621.03
ORD000411,06-12-2023,24-01-2021,07-12-2023,First Class,Small,2023,CUST000411,Richard Howell,13-06-1951,Consumer,PROD000411,Tables - 357,Furniture,Tables,32,India,North,Maharashtra,Tier 1,400001,411,18182.79,5,0.34,3555.08
ORD000412,01-02-2023,18-05-2022,02-02-2023,First Class,Large,2021,CUST000412,Kimberly Bernard,12-01-2008,Corporate,PROD000412,Mops - 846,Household Items,Mops,12,India,East,Madhya Pradesh,Village,462001,412,35521.71,4,0.21,3154.96
ORD000413,27-11-2021,06-05-2020,04-12-2021,Standard Class,Small,2019,CUST000413,Craig Bowers,27-04-2017,Corporate,PROD000413,Microwaves - 763,Electric Appliances,Microwaves,4,India,South,Gujarat,Tier 1,380001,413,21920.03,6,0.33,1935.48
ORD000414,27-09-2022,14-03-2023,03-10-2022,Same Day,Small,2020,CUST000414,Frank Barber,09-03-2018,Consumer,PROD000414,Fries - 690,Fast Food,Fries,102,India,South,Tamil Nadu,Tier 2,600001,414,24459.41,10,0.36,4410.26
ORD000415,03-07-2020,09-11-2020,06-07-2020,First Class,Large,2023,CUST000415,Rodney Williams,08-02-2008,Corporate,PROD000415,Cheese - 865,Dairy Products,Cheese,77,India,East,Uttar Pradesh,Tier 2,226001,415,48912.9,10,0.45,6206.93
ORD000416,23-05-2021,14-10-2019,24-05-2021,Standard Class,Medium,2021,CUST000416,Brian Lee,03-07-2002,Consumer,PROD000416,Apples - 796,Sessional Fruits & Vegetables,Apples,11,India,South,Madhya Pradesh,Village,462001,416,34791.37,7,0.02,4759.38
ORD000417,31-07-2022,07-10-2019,07-08-2022,Standard Class,Large,2022,CUST000417,Adrian Whitaker,14-07-1955,Corporate,PROD000417,Fans - 636,Electric Appliances,Fans,12,India,East,Madhya Pradesh,Village,462001,417,24638.86,10,0.2,2119.8
ORD000418,19-03-2022,11-06-2019,25-03-2022,Standard Class,Medium,2019,CUST000418,Amy Webb,06-04-1972,Corporate,PROD000418,Cheese - 508,Dairy Products,Cheese,24,India,West,Rajasthan,Tier 1,302001,418,37500.03,8,0.22,6918.4
ORD000419,25-10-2021,13-11-2020,26-10-2021,Same Day,Medium,2023,CUST000419,Corey Gonzalez,02-07-2005,Corporate,PROD000419,Carrots - 557,Sessional Fruits & Vegetables,Carrots,61,India,West,Tamil Nadu,Tier 1,600001,419,12182.79,9,0.18,2760.66
ORD000420,16-05-2022,04-11-2023,21-05-2022,Standard Class,Small,2019,CUST000420,Nathan Martinez,08-10-1965,Consumer,PROD000420,Apples - 669,Sessional Fruits & Vegetables,Apples,87,India,East,West Bengal,Tier 1,700001,420,18913.59,2,0.25,3135.56
ORD000421,18-09-2023,25-08-2021,19-09-2023,Same Day,Small,2021,CUST000421,Scott Brown,09-06-2002,Corporate,PROD000421,Detergents - 888,Household Items,Detergents,28,India,West,Uttar Pradesh,Village,226001,421,34770.67,4,0.04,6347.01
ORD000422,23-05-2023,18-06-2019,28-05-2023,Same Day,Medium,2022,CUST000422,Cynthia Booker,02-12-1950,Corporate,PROD000422,Microwaves - 512,Electric Appliances,Microwaves,102,India,South,Tamil Nadu,Tier 2,600001,422,7292.02,3,0.43,694.1
ORD000423,09-06-2020,18-06-2019,16-06-2020,Standard Class,Small,2020,CUST000423,Kimberly Frederick,17-03-1955,Corporate,PROD000423,Tables - 685,Furniture,Tables,56,India,North,Uttar Pradesh,Village,226001,423,16160.18,10,0.12,3212.98
ORD000424,11-09-2021,24-08-2021,13-09-2021,Standard Class,Small,2019,CUST000424,Michael King,08-02-1978,Consumer,PROD000424,Microwaves - 453,Electric Appliances,Microwaves,83,India,North,Gujarat,Tier 2,380001,424,10813.4,6,0.02,2831.01
ORD000425,21-05-2022,09-12-2020,27-05-2022,First Class,Large,2020,CUST000425,Whitney Diaz,17-10-1969,Consumer,PROD000425,Carrots - 638,Sessional Fruits & Vegetables,Carrots,44,India,North,Delhi,Tier 1,110001,425,35146.37,4,0.02,7503.53
ORD000426,13-08-2019,08-05-2023,18-08-2019,Second Class,Medium,2022,CUST000426,Nicole King,13-06-1991,Consumer,PROD000426,Buckets - 304,Household Items,Buckets,97,India,West,Karnataka,Tier 1,560001,426,35319.81,9,0.45,2335.87
ORD000427,23-12-2023,01-01-2022,29-12-2023,Same Day,Large,2022,CUST000427,William Cook,28-02-1975,Consumer,PROD000427,Detergents - 989,Household Items,Detergents,88,India,East,Maharashtra,Tier 1,400001,427,48593.35,4,0.32,4776.85
ORD000428,05-06-2021,25-06-2021,12-06-2021,First Class,Large,2020,CUST000428,Elizabeth Kelley,14-05-1950,Consumer,PROD000428,Carrots - 704,Sessional Fruits & Vegetables,Carrots,34,India,North,Punjab,Tier 2,160001,428,15399.26,8,0.22,1261.98
ORD000429,21-11-2019,19-01-2021,28-11-2019,Same Day,Medium,2021,CUST000429,Eric Martin,04-06-1995,Corporate,PROD000429,Carrots - 575,Sessional Fruits & Vegetables,Carrots,17,India,South,Gujarat,Tier 2,380001,429,29959.31,9,0.41,4690.06
ORD000430,27-04-2023,02-05-2020,01-05-2023,First Class,Medium,2020,CUST000430,Courtney Johnson,22-03-2013,Consumer,PROD000430,Burgers - 909,Fast Food,Burgers,60,India,East,Delhi,Tier 1,110001,430,23148.87,6,0.3,2247.82
ORD000431,15-12-2022,07-10-2021,18-12-2022,Same Day,Large,2021,CUST000431,Russell Robertson,22-02-1971,Corporate,PROD000431,Tables - 465,Furniture,Tables,84,India,West,Uttar Pradesh,Tier 1,226001,431,27251.76,2,0.14,3117.78
ORD000432,08-11-2020,07-01-2023,12-11-2020,Standard Class,Small,2020,CUST000432,Jonathon Flynn,15-05-1969,Consumer,PROD000432,Mangoes - 197,Sessional Fruits & Vegetables,Mangoes,23,India,South,Rajasthan,Tier 2,302001,432,37969.77,4,0.24,3083.93
ORD000433,30-04-2023,18-06-2019,02-05-2023,Same Day,Large,2019,CUST000433,Mathew Oneal,08-06-1958,Consumer,PROD000433,Fries - 260,Fast Food,Fries,96,India,South,Tamil Nadu,Tier 1,600001,433,12898.59,10,0.15,1567.8
ORD000434,28-08-2023,18-04-2020,30-08-2023,Second Class,Medium,2022,CUST000434,Larry Wilson,30-12-2007,Consumer,PROD000434,Fries - 367,Fast Food,Fries,33,India,South,Delhi,Tier 1,110001,434,33400.3,9,0.5,3825.95
ORD000435,06-05-2020,09-08-2020,12-05-2020,Same Day,Small,2019,CUST000435,Nicholas Watkins,12-11-1968,Corporate,PROD000435,Beds - 119,Furniture,Beds,40,India,North,Rajasthan,Village,302001,435,44905.72,9,0.08,10942.36
ORD000436,08-12-2022,23-10-2023,10-12-2022,Second Class,Medium,2021,CUST000436,Jessica Davis,20-05-1986,Corporate,PROD000436,Mangoes - 374,Sessional Fruits & Vegetables,Mangoes,88,India,East,Maharashtra,Tier 1,400001,436,44450.73,6,0.19,9209.14
ORD000437,05-03-2019,10-09-2022,12-03-2019,Same Day,Small,2020,CUST000437,Robert Kirby,16-04-1951,Consumer,PROD000437,Buckets - 125,Household Items,Buckets,41,India,South,Maharashtra,Tier 2,400001,437,48987.73,6,0.39,7767.27
ORD000438,23-05-2021,15-06-2023,27-05-2021,First Class,Medium,2021,CUST000438,Joanne Merritt,11-08-1953,Corporate,PROD000438,Apples - 966,Sessional Fruits & Vegetables,Apples,78,India,North,Rajasthan,Tier 1,302001,438,8178.71,2,0.02,1025.75
ORD000439,23-02-2023,11-11-2022,24-02-2023,Same Day,Large,2019,CUST000439,Jeffrey Hamilton,01-07-2008,Consumer,PROD000439,Beds - 530,Furniture,Beds,15,India,North,Gujarat,Village,380001,439,27015.61,3,0.18,5442.17
ORD000440,20-07-2021,08-11-2019,25-07-2021,Same Day,Small,2019,CUST000440,Bruce Garcia,31-10-1976,Corporate,PROD000440,Beds - 215,Furniture,Beds,55,India,West,Punjab,Village,160001,440,47903.21,8,0.41,7945.14
ORD000529,20-02-2020,25-08-2021,22-02-2020,Same Day,Medium,2021,CUST000529,Amber Cortez,10-07-1951,Corporate,PROD000529,Sandwiches - 380,Fast Food,Sandwiches,114,India,West,Madhya Pradesh,Tier 1,462001,529,42643.25,10,0.06,4192.86
ORD000530,16-05-2021,29-01-2020,19-05-2021,First Class,Medium,2023,CUST000530,Michael Davis,01-01-1972,Consumer,PROD000530,Fans - 650,Electric Appliances,Fans,96,India,South,Tamil Nadu,Tier 1,600001,530,15781.9,4,0.25,2779.19
ORD000531,10-07-2020,21-03-2021,16-07-2020,First Class,Large,2019,CUST000531,Tina Fox,19-05-2004,Consumer,PROD000531,Fries - 704,Fast Food,Fries,44,India,North,Delhi,Tier 1,110001,531,39393.75,5,0.27,2920.31
ORD000532,25-03-2021,14-07-2019,26-03-2021,Second Class,Large,2023,CUST000532,Sheryl Allen,29-07-1957,Consumer,PROD000532,Chairs - 904,Furniture,Chairs,10,India,West,Gujarat,Tier 2,380001,532,21512.07,1,0.03,3454.65
ORD000533,20-02-2019,22-07-2021,21-02-2019,Standard Class,Large,2020,CUST000533,Richard Torres,28-12-1969,Consumer,PROD000533,Utensils - 142,Household Items,Utensils,53,India,South,Maharashtra,Tier 1,400001,533,23691.5,3,0.38,3077.07
ORD000534,03-08-2022,12-03-2023,06-08-2022,Second Class,Small,2020,CUST000534,Jason Pierce,09-06-1994,Consumer,PROD000534,Washing Machines - 883,Electric Appliances,Washing Machines,47,India,East,Maharashtra,Village,400001,534,29449.68,2,0.45,1626.97
ORD000535,14-11-2019,29-09-2023,15-11-2019,Standard Class,Medium,2020,CUST000535,Carla Garcia,12-01-1991,Corporate,PROD000535,Sofas - 731,Furniture,Sofas,53,India,South,Maharashtra,Tier 1,400001,535,32612.91,4,0.18,7509.52
